chr	start	end	length	summit	tags	NAME	fold_enrichment	FDR%	chromosome	summit_center_pos	summit_centered_start	summit_centered_end
chr6	124511141	124511999	859	501	22	125.39	10.96	0.04	chr6	124511641	124511591	124511691
chr6	126068665	126069307	643	214	16	71.87	4.4	0.13	chr6	126068878	126068828	126068928
chr6	126179819	126180258	440	242	14	79.91	6.6	0.09	chr6	126180060	126180010	126180110
chr6	128812039	128814266	2228	1677	139	765.04	13.55	0	chr6	128813715	128813665	128813765
chr6	129573156	129573879	724	257	23	96.01	5.42	0.05	chr6	129573412	129573362	129573462
chr6	130122663	130123692	1030	555	31	110.4	7.31	0.04	chr6	130123217	130123167	130123267
chr6	131554996	131555934	939	462	63	331.98	12.37	0.03	chr6	131555457	131555407	131555507
chr6	131684724	131685184	461	261	19	130.35	9.18	0.04	chr6	131684984	131684934	131685034
chr6	133281799	133282604	806	247	27	119.56	5	0.04	chr6	133282045	133281995	133282095
chr6	134340899	134342089	1191	594	118	708.8	17.92	0	chr6	134341492	134341442	134341542
chr6	134371313	134372143	831	417	23	94.54	6.6	0.06	chr6	134371729	134371679	134371779
chr6	134372576	134373671	1096	522	53	335.19	13.27	0.03	chr6	134373097	134373047	134373147
chr6	134520824	134521551	728	497	25	97.78	5.82	0.06	chr6	134521320	134521270	134521370
chr6	134721727	134722526	800	502	37	226.32	12.72	0.02	chr6	134722228	134722178	134722278
chr6	134852858	134853732	875	452	33	120.15	6.25	0.04	chr6	134853309	134853259	134853359
chr6	135184727	135185602	876	418	33	109.99	7.59	0.04	chr6	135185144	135185094	135185194
chr6	136470431	136471094	664	259	17	83.58	5.62	0.08	chr6	136470689	136470639	136470739
chr6	136686727	136687446	720	397	24	137.98	7.45	0.04	chr6	136687123	136687073	136687173
chr6	138144103	138144958	856	371	25	70.56	5	0.14	chr6	138144473	138144423	138144523
chr6	138552136	138553619	1484	758	240	1308.52	13.84	0	chr6	138552893	138552843	138552943
chr6	138679269	138680174	906	535	37	178.73	10.38	0.03	chr6	138679803	138679753	138679853
chr6	139690410	139691814	1405	418	64	293.5	11.33	0.02	chr6	139690827	139690777	139690877
chr6	139697503	139698468	966	535	60	328.99	12.65	0.03	chr6	139698037	139697987	139698087
chr6	139911759	139912254	496	297	14	58.9	5	0.26	chr6	139912055	139912005	139912105
chr6	140392070	140393113	1044	411	51	308.65	12.08	0.02	chr6	140392480	140392430	140392530
chr6	140783551	140784893	1343	546	90	614.22	12.86	0.02	chr6	140784096	140784046	140784146
chr6	142310276	142310993	718	302	17	59.31	5.38	0.26	chr6	142310577	142310527	142310627
chr6	144664629	144665564	936	395	38	136.81	6.43	0.04	chr6	144665023	144664973	144665073
chr6	145510428	145511842	1415	777	121	585.71	11.54	0.02	chr6	145511204	145511154	145511254
chr6	145670242	145671257	1016	495	35	184.55	10	0.03	chr6	145670736	145670686	145670786
chr6	146209130	146209761	632	329	25	134.05	7.26	0.04	chr6	146209458	146209408	146209508
chr6	146958456	146959194	739	404	16	60.77	6.52	0.24	chr6	146958859	146958809	146958909
chr6	147396428	147397271	844	532	33	181.3	9.73	0.03	chr6	147396959	147396909	147397009
chr6	147543373	147544123	751	447	26	94.99	5	0.06	chr6	147543819	147543769	147543869
chr6	149487822	149488514	693	225	24	113.16	7.5	0.04	chr6	149488046	149487996	149488096
chr6	149626306	149627012	707	328	23	63.37	5.88	0.2	chr6	149626633	149626583	149626683
chr6	149708533	149709757	1225	573	93	731.57	24.62	0	chr6	149709105	149709055	149709155
chr6	149727029	149727644	616	260	18	70.91	5.83	0.14	chr6	149727288	149727238	149727338
chr6	151348043	151349163	1121	609	101	713.97	16.39	0	chr6	151348651	151348601	151348701
chr6	155228625	155230141	1517	1051	65	276.18	8.33	0.02	chr6	155229675	155229625	155229725
chr6	157508223	157509216	994	567	40	258.4	10.53	0.02	chr6	157508789	157508739	157508839
chr6	157991084	157991749	666	196	24	104.01	7.4	0.04	chr6	157991279	157991229	157991329
chr6	158975668	158976459	792	491	36	114.79	4.76	0.04	chr6	158976158	158976108	158976208
chr6	159084500	159085411	912	450	23	60.45	5.88	0.25	chr6	159084949	159084899	159084999
chr6	160114773	160115395	623	383	17	69.69	4.45	0.16	chr6	160115155	160115105	160115205
chr6	160147556	160148397	842	482	23	71.83	5.36	0.13	chr6	160148037	160147987	160148087
chr6	160591164	160591936	773	372	21	80.92	6.36	0.09	chr6	160591535	160591485	160591585
chr6	160833068	160833991	924	515	67	440.45	17.81	0.02	chr6	160833582	160833532	160833632
chr6	160839079	160840148	1070	521	62	285.12	11.84	0.02	chr6	160839599	160839549	160839649
chr6	160876662	160877391	730	516	21	52.72	3.12	0.36	chr6	160877177	160877127	160877227
chr6	161649703	161650481	779	401	28	172.06	7.87	0.03	chr6	161650103	161650053	161650153
chr6	16236010	16236632	623	326	19	130.33	8.27	0.04	chr6	16236335	16236285	16236385
chr6	163986874	163987755	882	360	25	143.17	9.62	0.04	chr6	163987233	163987183	163987283
chr6	166765120	166766058	939	622	36	224.8	10.11	0.02	chr6	166765741	166765691	166765791
chr6	166909937	166910549	613	185	18	64.81	6.15	0.18	chr6	166910121	166910071	166910171
chr6	168128900	168130514	1615	317	92	521.97	14.47	0.02	chr6	168129216	168129166	168129266
chr6	168723253	168724350	1098	455	67	249.06	6.67	0.02	chr6	168723707	168723657	168723757
chr6	170262085	170262663	579	404	15	68.82	5.15	0.16	chr6	170262488	170262438	170262538
chr6	19382666	19383413	748	480	25	160.86	10.6	0.03	chr6	19383145	19383095	19383195
chr6	20659528	20670413	10886	5136	642	56.67	7.88	0.3	chr6	20664663	20664613	20664713
chr6	21587233	21589482	2250	1709	212	968.53	13.33	0	chr6	21588941	21588891	21588991
chr6	22216267	22217037	771	252	27	97.23	5.67	0.06	chr6	22216518	22216468	22216568
chr6	22558010	22559149	1140	829	35	68.71	3.95	0.16	chr6	22558838	22558788	22558888
chr6	22956078	22957364	1287	710	107	525.24	13	0.02	chr6	22956787	22956737	22956837
chr6	23353922	23354864	943	518	59	229.95	7.5	0.02	chr6	23354439	23354389	23354489
chr6	23738144	23738983	840	426	56	309.68	9.44	0.02	chr6	23738569	23738519	23738619
chr6	24537207	24537830	624	379	19	51.8	3.24	0.4	chr6	24537585	24537535	24537635
chr6	25122568	25123611	1044	455	97	461.53	12.93	0.01	chr6	25123022	25122972	25123072
chr6	25634366	25635605	1240	704	195	1339.42	21.56	0	chr6	25635069	25635019	25635119
chr6	26537286	26538856	1571	510	83	69.92	2.78	0.16	chr6	26537795	26537745	26537845
chr6	28424994	28426937	1944	1497	120	400.99	8.08	0.02	chr6	28426490	28426440	28426540
chr6	35415867	35416418	552	371	14	73.02	7.5	0.13	chr6	35416237	35416187	35416287
chr6	3670024	3670791	768	302	26	78.61	5.91	0.09	chr6	3670325	3670275	3670375
chr6	43667009	43668100	1092	513	58	289.69	10.62	0.02	chr6	43667521	43667471	43667571
chr6	45508038	45508609	572	376	14	69.74	7.41	0.16	chr6	45508413	45508363	45508463
chr6	47587612	47588228	617	190	15	69.65	5	0.16	chr6	47587801	47587751	47587851
chr6	48860439	48861007	569	195	14	77.72	6.89	0.1	chr6	48860633	48860583	48860683
chr6	51877794	51878515	722	282	37	337.51	17.23	0.03	chr6	51878075	51878025	51878125
chr6	53330246	53330969	724	394	21	53.4	4.06	0.35	chr6	53330639	53330589	53330689
chr6	53680215	53681177	963	521	33	149.82	7.92	0.03	chr6	53680735	53680685	53680785
chr6	53702492	53703163	672	317	21	75.58	4.11	0.1	chr6	53702808	53702758	53702858
chr6	5423361	5424278	918	371	26	162.41	11.72	0.03	chr6	5423731	5423681	5423781
chr6	55410392	55411314	923	517	31	165.56	8	0.03	chr6	55410908	55410858	55410958
chr6	56707317	56708105	789	305	22	108.01	8.6	0.04	chr6	56707621	56707571	56707671
chr6	58163837	58164656	820	399	23	50.08	5	0.45	chr6	58164235	58164185	58164285
chr6	63798419	63799094	676	242	28	203.24	12.65	0.03	chr6	63798660	63798610	63798710
chr6	6688462	6689048	587	389	20	53.29	3.47	0.35	chr6	6688850	6688800	6688900
chr6	6897084	6897976	893	490	26	166.21	10.34	0.03	chr6	6897573	6897523	6897623
chr6	72130285	72130947	663	470	17	80.92	5.43	0.09	chr6	72130754	72130704	72130804
chr6	73890532	73891303	772	414	17	88.15	8.27	0.07	chr6	73890945	73890895	73890995
chr6	74713228	74713740	513	225	15	85.16	6.82	0.07	chr6	74713452	74713402	74713502
chr6	76328691	76329838	1148	230	46	234.37	7.08	0.02	chr6	76328920	76328870	76328970
chr6	78366659	78367567	909	510	38	238.58	11.76	0.02	chr6	78367168	78367118	78367218
chr6	79823322	79824126	805	339	51	402.96	16.82	0.02	chr6	79823660	79823610	79823710
chr6	80310424	80311180	757	408	25	126.26	9.62	0.04	chr6	80310831	80310781	80310881
chr6	8279105	8279698	594	374	15	88.78	6.89	0.07	chr6	8279478	8279428	8279528
chr6	83897841	83898975	1135	561	51	230.62	10	0.02	chr6	83898401	83898351	83898451
chr6	84736711	84738261	1551	855	184	1677.58	24.38	0	chr6	84737565	84737515	84737615
chr6	86466489	86467100	612	423	19	100.11	7.5	0.05	chr6	86466911	86466861	86466961
chr6	86670351	86671644	1294	704	61	403.82	12.86	0.02	chr6	86671054	86671004	86671104
chr6	89791427	89792058	632	445	18	62.38	4.62	0.22	chr6	89791871	89791821	89791921
chr6	90044515	90045527	1013	521	54	312.92	15	0.02	chr6	90045035	90044985	90045085
chr6	91402839	91403617	779	383	34	220.53	11.76	0.02	chr6	91403221	91403171	91403271
chr6	92197291	92197994	704	362	16	67.58	6.82	0.17	chr6	92197652	92197602	92197702
chr6	92219196	92219964	769	405	34	180.31	9.61	0.03	chr6	92219600	92219550	92219650
chr6	92251499	92252217	719	426	17	67.57	5.5	0.17	chr6	92251924	92251874	92251974
chr6	93903259	93904870	1612	1189	92	391.47	9.57	0.02	chr6	93904447	93904397	93904497
chr6	94116645	94117471	827	374	41	318.84	13.89	0.02	chr6	94117018	94116968	94117068
chr6	94756581	94757208	628	283	17	50.63	4.88	0.42	chr6	94756863	94756813	94756913
chr6	95251038	95252283	1246	646	98	646.22	19.71	0.02	chr6	95251683	95251633	95251733
chr6	96142278	96142950	673	367	18	75.45	5.77	0.1	chr6	96142644	96142594	96142694
chr6	97715352	97716197	846	435	26	138.55	10.11	0.04	chr6	97715786	97715736	97715836
chr6	97945434	97946043	610	366	15	50.48	5	0.43	chr6	97945799	97945749	97945849
chr6	99405058	99405975	918	485	35	225.51	13.07	0.02	chr6	99405542	99405492	99405592
chr6	99870560	99871471	912	435	39	234.16	13.89	0.02	chr6	99870994	99870944	99871044
chr6_cox_hap2	1401626	1402226	601	406	23	176.72	12.41	0.03	chr6_cox_hap2	1402031	1401981	1402081
chr6_cox_hap2	3974769	3975267	499	288	16	110.65	8.96	0.04	chr6_cox_hap2	3975056	3975006	3975106
chr6_dbb_hap3	3128406	3129115	710	363	18	102.45	8.27	0.05	chr6_dbb_hap3	3128768	3128718	3128818
chr6_dbb_hap3	4520774	4521353	580	307	14	76.38	6.89	0.1	chr6_dbb_hap3	4521080	4521030	4521130
chr6_dbb_hap3	4563104	4563989	886	433	21	108.76	8.96	0.04	chr6_dbb_hap3	4563536	4563486	4563586
chr6_mann_hap4	4547366	4547826	461	156	18	75.45	5.27	0.1	chr6_mann_hap4	4547521	4547471	4547571
chr7	102629455	102630323	869	336	40	129.85	6.67	0.04	chr7	102629790	102629740	102629840
chr7	103331466	103332503	1038	466	47	105.83	6.73	0.05	chr7	103331931	103331881	103331981
chr7	103424895	103425956	1062	621	74	278.84	8.7	0.02	chr7	103425515	103425465	103425565
chr7	103568782	103569667	886	409	30	118.03	6.44	0.04	chr7	103569190	103569140	103569240
chr7	103766696	103767377	682	301	21	76.98	5	0.1	chr7	103766996	103766946	103767046
chr7	105330750	105332919	2170	1567	111	361.07	12.05	0.02	chr7	105332316	105332266	105332366
chr7	107426274	107427122	849	327	74	469.85	14.5	0.01	chr7	107426600	107426550	107426650
chr7	107560290	107561428	1139	374	44	114.75	4.5	0.04	chr7	107560663	107560613	107560713
chr7	109482915	109483810	896	419	52	305.17	13.67	0.02	chr7	109483333	109483283	109483383
chr7	10951725	10952386	662	284	31	237.26	12.22	0.02	chr7	10952008	10951958	10952058
chr7	109787314	109788667	1354	643	66	267.17	7.5	0.02	chr7	109787956	109787906	109788006
chr7	110899908	110900738	831	335	43	193.81	9.04	0.02	chr7	110900242	110900192	110900292
chr7	113338625	113339203	579	189	15	52.29	4.47	0.38	chr7	113338813	113338763	113338863
chr7	116296354	116297063	710	347	22	76.67	4.64	0.1	chr7	116296700	116296650	116296750
chr7	116449344	116450453	1110	569	50	214.2	8.12	0.03	chr7	116449912	116449862	116449962
chr7	116563083	116564046	964	454	25	58.73	4.67	0.27	chr7	116563536	116563486	116563586
chr7	117025653	117027494	1842	1416	62	125.88	3.75	0.04	chr7	117027068	117027018	117027118
chr7	120852218	120854166	1949	983	204	1273.02	15	0	chr7	120853200	120853150	120853250
chr7	121944218	121945245	1028	559	36	76.8	5.24	0.1	chr7	121944776	121944726	121944826
chr7	122270291	122271113	823	394	33	83.84	4.09	0.07	chr7	122270684	122270634	122270734
chr7	122484296	122485275	980	431	55	208.21	5.91	0.03	chr7	122484726	122484676	122484776
chr7	123424422	123426015	1594	1074	53	165.76	6.29	0.03	chr7	123425495	123425445	123425545
chr7	123464473	123465292	820	464	36	87.36	5.54	0.07	chr7	123464936	123464886	123464986
chr7	123596670	123597844	1175	539	130	521.61	10	0.02	chr7	123597208	123597158	123597258
chr7	124069846	124070364	519	332	21	103.75	6.54	0.04	chr7	124070177	124070127	124070227
chr7	124391951	124393283	1333	697	87	552.68	16	0.02	chr7	124392647	124392597	124392697
chr7	125242303	125243162	860	371	34	102.61	6.58	0.05	chr7	125242673	125242623	125242723
chr7	126777069	126777752	684	461	19	80.82	4.09	0.08	chr7	126777529	126777479	126777579
chr7	127430508	127431440	933	381	43	113.28	5.62	0.04	chr7	127430888	127430838	127430938
chr7	12811011	12811877	867	428	25	103.25	6.82	0.04	chr7	12811438	12811388	12811488
chr7	129016251	129016811	561	269	14	58.41	5.1	0.27	chr7	129016519	129016469	129016569
chr7	12988797	12989663	867	359	25	62.78	4.06	0.21	chr7	12989155	12989105	12989205
chr7	130673723	130674734	1012	499	32	104.84	6.29	0.04	chr7	130674221	130674171	130674271
chr7	130830067	130831111	1045	683	68	304.14	10	0.02	chr7	130830749	130830699	130830799
chr7	133945774	133947046	1273	814	83	525.34	15.67	0.02	chr7	133946587	133946537	133946637
chr7	133971951	133972847	897	339	43	143.12	5.19	0.04	chr7	133972289	133972239	133972339
chr7	134040431	134041971	1541	477	104	605.55	11.18	0.02	chr7	134040907	134040857	134040957
chr7	134169693	134170615	923	509	26	58.79	3.53	0.27	chr7	134170201	134170151	134170251
chr7	135827010	135827933	924	484	23	50.58	4.33	0.42	chr7	135827493	135827443	135827543
chr7	136856440	136857494	1055	671	96	443.45	9.31	0.01	chr7	136857110	136857060	136857160
chr7	137628718	137629544	827	428	49	270.68	10.56	0.02	chr7	137629145	137629095	137629195
chr7	140178731	140179842	1112	468	34	109.65	5	0.04	chr7	140179198	140179148	140179248
chr7	140600676	140601417	742	409	17	57.8	5.45	0.28	chr7	140601084	140601034	140601134
chr7	140609454	140610380	927	363	54	300.52	14.06	0.02	chr7	140609816	140609766	140609866
chr7	14156147	14156923	777	440	33	128.93	7.35	0.04	chr7	14156586	14156536	14156636
chr7	141710334	141711544	1211	567	55	235.53	8.12	0.02	chr7	141710900	141710850	141710950
chr7	142557330	142558534	1205	476	129	927.91	17.83	0	chr7	142557805	142557755	142557855
chr7	143951287	143952241	955	413	59	363.24	14.67	0.02	chr7	143951699	143951649	143951749
chr7	144136732	144137487	756	249	30	122.29	8	0.04	chr7	144136980	144136930	144137030
chr7	147821289	147822280	992	494	85	435.44	11.8	0.02	chr7	147821782	147821732	147821832
chr7	150810137	150811283	1147	659	44	197.27	8.46	0.02	chr7	150810795	150810745	150810845
chr7	152106822	152107456	635	357	48	162.04	5.5	0.03	chr7	152107178	152107128	152107228
chr7	152494658	152495538	881	365	40	165.75	8.82	0.03	chr7	152495022	152494972	152495072
chr7	155172707	155174278	1572	909	70	143.55	5.96	0.04	chr7	155173615	155173565	155173665
chr7	155857440	155858414	975	467	34	100.56	4.71	0.05	chr7	155857906	155857856	155857956
chr7	158488648	158489234	587	304	22	76.29	3.82	0.1	chr7	158488951	158488901	158489001
chr7	159083179	159084111	933	481	31	136.12	8.75	0.04	chr7	159083659	159083609	159083709
chr7	16062236	16062902	667	433	27	163.01	10	0.03	chr7	16062668	16062618	16062718
chr7	17071790	17072486	697	195	23	91.54	6.54	0.07	chr7	17071984	17071934	17072034
chr7	17541602	17542336	735	372	23	106.84	7.94	0.05	chr7	17541973	17541923	17542023
chr7	19409006	19410161	1156	751	101	419.71	9.03	0.02	chr7	19409756	19409706	19409806
chr7	20002107	20003181	1075	520	48	297.24	14.35	0.02	chr7	20002626	20002576	20002676
chr7	20003816	20004797	982	424	29	125.59	6.48	0.04	chr7	20004239	20004189	20004289
chr7	20379335	20380293	959	467	28	114.37	7.73	0.04	chr7	20379801	20379751	20379851
chr7	20957228	20957762	535	224	28	151.25	7.67	0.03	chr7	20957451	20957401	20957501
chr7	20998264	20999672	1409	817	163	395.02	9	0.02	chr7	20999080	20999030	20999130
chr7	21147449	21148572	1124	533	97	925.02	31.82	0	chr7	21147981	21147931	21148031
chr7	24021000	24022296	1297	618	114	691.21	15.71	0	chr7	24021617	24021567	24021667
chr7	25451085	25451986	902	370	34	141.78	8.21	0.04	chr7	25451454	25451404	25451504
chr7	25870528	25871531	1004	446	49	332.31	13.94	0.03	chr7	25870973	25870923	25871023
chr7	26546615	26547662	1048	514	41	175.7	8.57	0.03	chr7	26547128	26547078	26547178
chr7	27381653	27382279	627	440	18	92.2	5.98	0.07	chr7	27382092	27382042	27382142
chr7	27998435	27999056	622	394	17	67.29	5.6	0.17	chr7	27998828	27998778	27998878
chr7	29327912	29328793	882	380	34	115.23	7.35	0.04	chr7	29328291	29328241	29328341
chr7	29625611	29627133	1523	635	123	663.35	13.86	0	chr7	29626245	29626195	29626295
chr7	30113691	30114656	966	524	31	143.93	6.36	0.03	chr7	30114214	30114164	30114264
chr7	30265305	30266133	829	430	22	105.02	8.24	0.05	chr7	30265734	30265684	30265784
chr7	31571432	31571944	513	302	14	65.63	5.73	0.18	chr7	31571733	31571683	31571783
chr7	32977137	32977754	618	258	16	54.62	4.17	0.33	chr7	32977394	32977344	32977444
chr7	34259848	34260710	863	467	21	63.65	5.88	0.19	chr7	34260314	34260264	34260364
chr7	34347034	34347939	906	319	85	738.59	23.93	0	chr7	34347352	34347302	34347402
chr7	38304847	38305944	1098	640	59	179.29	6.2	0.03	chr7	38305486	38305436	38305536
chr7	38541589	38542158	570	215	15	59.73	4.46	0.26	chr7	38541803	38541753	38541853
chr7	39184515	39185399	885	460	26	90.74	7.95	0.07	chr7	39184974	39184924	39185024
chr7	40877786	40878759	974	501	33	121.97	7.04	0.04	chr7	40878286	40878236	40878336
chr7	41153512	41155311	1800	1029	266	1774.19	24.52	0	chr7	41154540	41154490	41154590
chr7	41184898	41186199	1302	645	108	405.77	8.28	0.02	chr7	41185542	41185492	41185592
chr7	42206621	42208421	1801	1204	127	523.24	7.4	0.02	chr7	42207824	42207774	42207874
chr7	4237665	4238389	725	463	24	83.08	6	0.08	chr7	4238127	4238077	4238177
chr7	42471867	42472994	1128	571	62	285.5	11.94	0.02	chr7	42472437	42472387	42472487
chr7	43155020	43156149	1130	585	49	180.51	8.09	0.03	chr7	43155604	43155554	43155654
chr7	46750532	46751664	1133	648	57	276.1	10.44	0.02	chr7	46751179	46751129	46751229
chr7	47509321	47510967	1647	1055	108	392.3	10.38	0.02	chr7	47510375	47510325	47510425
chr7	48338933	48339857	925	434	28	73.37	5.62	0.12	chr7	48339366	48339316	48339416
chr7	50594733	50595738	1006	642	64	401.32	13	0.02	chr7	50595374	50595324	50595424
chr7	51196714	51197755	1042	520	79	423.3	12.14	0.02	chr7	51197233	51197183	51197283
chr7	54889588	54890181	594	415	16	51.83	4.23	0.4	chr7	54890002	54889952	54890052
chr7	55114279	55115318	1040	483	76	455.27	14.44	0.01	chr7	55114761	55114711	55114811
chr7	600223	600988	766	378	32	97.03	6.25	0.06	chr7	600600	600550	600650
chr7	64569910	64570773	864	410	51	157.63	6.11	0.03	chr7	64570319	64570269	64570369
chr7	66605464	66606584	1121	781	44	185.13	8.16	0.03	chr7	66606244	66606194	66606294
chr7	67129450	67130067	618	199	19	79.9	5.28	0.09	chr7	67129648	67129598	67129698
chr7	67158711	67159625	915	469	31	82.9	5	0.07	chr7	67159179	67159129	67159229
chr7	67161453	67162469	1017	511	44	180.45	8.49	0.03	chr7	67161963	67161913	67162013
chr7	68431698	68432545	848	492	20	70.41	6.13	0.14	chr7	68432189	68432139	68432239
chr7	69266982	69268022	1041	538	64	254.8	9.78	0.03	chr7	69267519	69267469	69267569
chr7	69467329	69468087	759	326	23	90.99	5	0.07	chr7	69467654	69467604	69467704
chr7	69557236	69558097	862	507	23	51	4.06	0.42	chr7	69557742	69557692	69557792
chr7	71897390	71898332	943	422	49	225.83	8.24	0.02	chr7	71897811	71897761	71897861
chr7	75579502	75580127	626	453	18	70.97	5.93	0.14	chr7	75579954	75579904	75580004
chr7	75659268	75660241	974	491	36	182.63	11.4	0.03	chr7	75659758	75659708	75659808
chr7	7602279	7603052	774	216	30	128.66	7.5	0.04	chr7	7602494	7602444	7602544
chr7	7613182	7614161	980	303	75	571.88	15.36	0.02	chr7	7613484	7613434	7613534
chr7	79676924	79677689	766	447	21	59.89	3.93	0.25	chr7	79677370	79677320	79677420
chr7	80010185	80011187	1003	527	36	52.99	4.23	0.36	chr7	80010711	80010661	80010761
chr7	80074461	80075459	999	488	40	176.06	8.8	0.03	chr7	80074948	80074898	80074998
chr7	80553122	80554201	1080	516	68	341.92	12.11	0.02	chr7	80553637	80553587	80553687
chr7	81410275	81411420	1146	550	108	699.42	15.95	0	chr7	81410824	81410774	81410874
chr7	82738177	82738961	785	407	25	126.62	9.5	0.04	chr7	82738583	82738533	82738633
chr7	84859492	84860775	1284	719	82	575.98	20	0.02	chr7	84860210	84860160	84860260
chr7	84972031	84972932	902	329	52	322	13.57	0.02	chr7	84972359	84972309	84972409
chr7	87133078	87133764	687	492	21	76.3	3.85	0.1	chr7	87133569	87133519	87133619
chr7	88020211	88021234	1024	545	122	826.59	18.6	0	chr7	88020755	88020705	88020805
chr7	8872758	8873443	686	487	18	69.22	6.36	0.16	chr7	8873244	8873194	8873294
chr7	89445107	89445695	589	193	17	73.03	6.14	0.13	chr7	89445299	89445249	89445349
chr7	9023943	9024917	975	530	37	208.06	10.68	0.03	chr7	9024472	9024422	9024522
chr7	90355790	90356556	767	341	19	63.27	5	0.2	chr7	90356130	90356080	90356180
chr7	90584453	90585128	676	324	18	70.42	6.36	0.14	chr7	90584776	90584726	90584826
chr7	91183371	91184089	719	477	25	75.69	4.71	0.11	chr7	91183847	91183797	91183897
chr7	91527096	91528495	1400	1110	62	256.5	5	0.03	chr7	91528205	91528155	91528255
chr7	92050940	92052029	1090	588	38	87.45	5.5	0.07	chr7	92051527	92051477	92051577
chr7	92398437	92399869	1433	873	88	422.85	12.63	0.02	chr7	92399309	92399259	92399359
chr7	92874864	92875868	1005	707	64	424.91	13.57	0.02	chr7	92875570	92875520	92875620
chr7	93464540	93465065	526	346	15	73.62	5	0.12	chr7	93464885	93464835	93464935
chr7	93997380	93998341	962	578	27	108.15	5.91	0.04	chr7	93997957	93997907	93998007
chr7	95584726	95585905	1180	539	126	617.35	12.81	0.02	chr7	95585264	95585214	95585314
chr7	96656667	96657553	887	523	26	51.84	4.74	0.4	chr7	96657189	96657139	96657239
chr7	98089714	98090340	627	442	17	57.9	4.62	0.28	chr7	98090155	98090105	98090205
chr7	98316451	98317329	879	509	23	68.15	4.62	0.16	chr7	98316959	98316909	98317009
chr7	99480436	99481459	1024	482	33	89.1	5.59	0.06	chr7	99480917	99480867	99480967
chr8	100672182	100672965	784	495	36	132.34	7.11	0.04	chr8	100672676	100672626	100672726
chr8	101477216	101478606	1391	956	56	104.15	5.4	0.04	chr8	101478171	101478121	101478221
chr8	101571628	101572555	928	464	30	80.72	6.25	0.08	chr8	101572091	101572041	101572141
chr8	101674790	101676410	1621	498	66	61.67	4.41	0.23	chr8	101675287	101675237	101675337
chr8	102516115	102518846	2732	960	217	961.21	11.54	0	chr8	102517074	102517024	102517124
chr8	103819371	103820378	1008	526	66	146.92	6.89	0.03	chr8	103819896	103819846	103819946
chr8	104530883	104531493	611	453	25	75.72	3.5	0.11	chr8	104531335	104531285	104531385
chr8	105343887	105344525	639	270	17	64.51	4.27	0.19	chr8	105344156	105344106	105344206
chr8	105642305	105642791	487	201	14	58.34	4.87	0.28	chr8	105642505	105642455	105642555
chr8	108742630	108743609	980	446	39	116.49	6.05	0.04	chr8	108743075	108743025	108743125
chr8	109452897	109454046	1150	606	55	244.19	9.82	0.02	chr8	109453502	109453452	109453552
chr8	109902228	109903153	926	480	43	138.77	6.19	0.04	chr8	109902707	109902657	109902757
chr8	110605077	110606277	1201	650	56	126.45	4.81	0.04	chr8	110605726	110605676	110605776
chr8	110623051	110624191	1141	430	82	337.04	10	0.03	chr8	110623480	110623430	110623530
chr8	111639207	111640339	1133	550	125	793.36	17	0	chr8	111639756	111639706	111639806
chr8	1133091	1133794	704	384	18	75.45	4.53	0.1	chr8	1133474	1133424	1133524
chr8	117572268	117573258	991	438	34	96.59	4.36	0.06	chr8	117572705	117572655	117572755
chr8	117877008	117879538	2531	1947	115	296.01	7.61	0.02	chr8	117878954	117878904	117879004
chr8	118037788	118038792	1005	463	35	60.7	4.13	0.24	chr8	118038250	118038200	118038300
chr8	118946460	118948020	1561	487	67	213.92	10.79	0.03	chr8	118946946	118946896	118946996
chr8	119926515	119927294	780	320	32	61.82	4.04	0.22	chr8	119926834	119926784	119926884
chr8	12028413	12029374	962	424	29	186.66	9.65	0.03	chr8	12028836	12028786	12028886
chr8	120948081	120949128	1048	502	51	140.66	6.85	0.04	chr8	120948582	120948532	120948632
chr8	121275134	121275931	798	452	29	82.09	3.49	0.08	chr8	121275585	121275535	121275635
chr8	121280440	121281915	1476	411	52	128.97	5.29	0.04	chr8	121280850	121280800	121280900
chr8	123656582	123658000	1419	818	92	444.72	12.5	0.01	chr8	123657399	123657349	123657449
chr8	124166787	124167587	801	345	24	50.07	4.21	0.45	chr8	124167131	124167081	124167181
chr8	124488948	124489791	844	472	39	124.7	6.43	0.04	chr8	124489419	124489369	124489469
chr8	124731886	124733358	1473	531	84	351.91	7.5	0.02	chr8	124732416	124732366	124732466
chr8	126736916	126737894	979	412	43	98.15	5.6	0.06	chr8	126737327	126737277	126737377
chr8	128888695	128889771	1077	495	63	161.75	7.17	0.03	chr8	128889189	128889139	128889239
chr8	129435521	129436756	1236	548	117	541.26	13.67	0.02	chr8	129436068	129436018	129436118
chr8	129440148	129440873	726	466	26	55.27	4.24	0.32	chr8	129440613	129440563	129440663
chr8	130288077	130289517	1441	532	47	64.74	3.96	0.18	chr8	130288608	130288558	130288658
chr8	133057719	133059872	2154	1496	132	234.49	7.11	0.02	chr8	133059214	133059164	133059264
chr8	133229596	133230807	1212	553	115	692.98	18.48	0	chr8	133230148	133230098	133230198
chr8	133893032	133895511	2480	882	150	437.1	8.57	0.02	chr8	133893913	133893863	133893963
chr8	133900671	133901612	942	467	33	61.37	3.91	0.23	chr8	133901137	133901087	133901187
chr8	136738817	136739679	863	373	26	65.63	5.59	0.18	chr8	136739189	136739139	136739239
